atc5,minsan,days
G04BD08,047865175,20
G04BD08,047865163,10
G04BD08,047865151,6
G04BD08,047865148,200
G04BD08,047865136,60
G04BD08,047865124,20
G04BD08,047865112,10
G04BD08,047865100,5
G04BD08,047865098,3
G04BD08,047865086,200
G04BD08,047865074,180
G04BD08,047865062,100
G04BD08,047865050,60
G04BD08,047865047,100
G04BD08,047865035,90
G04BD08,047865023,50
G04BD08,047865011,30
L02BA03,047859020,60.24
L02BA03,047859018,30.12
L01CD01,047855010,6.66
H01CB02,047854068,128.57
H01CB02,047854056,42.85
H01CB02,047854043,85.71
H01CB02,047854031,28.57
H01CB02,047854029,42.85
H01CB02,047854017,14.28
N04BC05,047845146,126
N04BC05,047845134,54
N04BC05,047845122,84
N04BC05,047845110,36
N04BC05,047845108,8.4
N04BC05,047845096,42
N04BC05,047845084,18
N04BC05,047845072,4.2
N04BC05,047845060,20.8
N04BC05,047845058,6.24
N04BC05,047845045,3
N04BC05,047845033,10.4
N04BC05,047845021,3.12
N04BC05,047845019,1.5
D05AX52,047840107,120
D05AX52,047840095,100
D05AX52,047840083,120
D05AX52,047840069,100
D05AX52,047840057,60
D05AX52,047840044,50
D05AX52,047840032,35
D05AX52,047840020,30
D05AX52,047840018,15
N05CM,047839042,0
N05CM,047839030,0
N05CM,047839028,0
N05CM,047839016,0
G04BE08,047836123,8
G04BE08,047836111,4
G04BE08,047836109,4
G04BE08,047836097,7
G04BE08,047836085,8
G04BE08,047836073,4
G04BE08,047836061,4
G04BE08,047836059,7
G04BE08,047836046,8
G04BE08,047836034,4
G04BE08,047836022,4
G04BE08,047836010,7
J01DH03,047827023,10
J01DH03,047827011,1
M04AA03,047825207,120
M04AA03,047825195,45
M04AA03,047825183,42
M04AA03,047825171,21
M04AA03,047825169,15
M04AA03,047825157,135
M04AA03,047825144,45
M04AA03,047825132,42
M04AA03,047825120,21
M04AA03,047825118,15
M04AA03,047825106,90
M04AA03,047825094,30
M04AA03,047825082,28
M04AA03,047825070,14
M04AA03,047825068,10
M04AA03,047825056,90
M04AA03,047825043,30
M04AA03,047825031,28
M04AA03,047825029,14
M04AA03,047825017,10
L01XE47,047823036,0
L01XE47,047823024,0
L01XE47,047823012,0
V03AB38,047822010,0
L04AC18,047821018,89.82
J05AH01,047820016,0
C07AB12,047816018,28
R01AD08,047815016,30
G03AD01,047813011,1
C05CA53,047812019,15
L01AD01,047811017,0
N02CC04,047806029,6
N02CC04,047806017,2
L04AB04,047805054,82.8
L04AB04,047805041,82.8
L04AB04,047805039,27.58
L04AB04,047805027,27.58
L04AB04,047805015,13.79
G04CA04,047804063,30
G04CA04,047804051,30
G04CA04,047804048,10
G04CA04,047804036,15
G04CA04,047804024,5
G04CA04,047804012,15
N05CD08,047797028,0
N05CD08,047797016,0
G04CA04,047793043,90
G04CA04,047793031,30
G04CA04,047793029,45
G04CA04,047793017,15
N02CD03,047791049,90
N02CD03,047791037,30
N02CD03,047791025,90
N02CD03,047791013,30
J04AB03,047789019,4
M04AA03,047770084,126
M04AA03,047770072,84
M04AA03,047770060,42
M04AA03,047770058,21
M04AA03,047770045,84
M04AA03,047770033,56
M04AA03,047770021,28
M04AA03,047770019,14
G03AA12,047767013,28
S01BC11,047766011,15
N02AJ06,047765019,5.33
G03AA10,047764016,28
J05AE08,047751045,90
J05AE08,047751033,30
J05AE08,047751021,40
J05AE08,047751019,30
S01ED51,047719012,25
R01AC03,047698016,17.85
N02AB03,047697103,37.33
N02AB03,047697091,5.33
N02AB03,047697089,28
N02AB03,047697077,4
N02AB03,047697065,18.66
N02AB03,047697053,2.66
N02AB03,047697040,9.33
N02AB03,047697038,1.33
N02AB03,047697026,4.66
N02AB03,047697014,0.66
C10AA05,047681248,360
C10AA05,047681236,120
C10AA05,047681224,400
C10AA05,047681212,360
C10AA05,047681200,120
C10AA05,047681198,112
C10AA05,047681186,180
C10AA05,047681174,60
C10AA05,047681162,200
C10AA05,047681150,180
C10AA05,047681147,60
C10AA05,047681135,56
C10AA05,047681123,90
C10AA05,047681111,30
C10AA05,047681109,100
C10AA05,047681097,20
C10AA05,047681085,30
C10AA05,047681073,28
C10AA05,047681061,45
C10AA05,047681059,15
C10AA05,047681046,50
C10AA05,047681034,45
C10AA05,047681022,15
C10AA05,047681010,14
L01XX32,047662010,1
A04AD12,047660067,3.78
A04AD12,047660055,0
A04AD12,047660042,0.75
A04AD12,047660030,2.42
A04AD12,047660028,0.96
A04AD12,047660016,0.48
G04CA04,047638061,100
G04CA04,047638059,25
G04CA04,047638046,30
G04CA04,047638034,50
G04CA04,047638022,15
G04CA04,047638010,5
N05BA11,047637018,10
S01BA01,047636016,8.33
J01GB01,047635014,31.733
N05AL05,047633019,1.5
G03AA10,047632017,28
S02CA02,047631015,25
A02BC03,047630025,7
A02BC03,047630013,14
L01XC07,047629023,16
L01XC07,047629011,4
A06AH05,047626066,100
A06AH05,047626054,30
A06AH05,047626041,10
A06AH05,047626039,84
A06AH05,047626027,28
A06AH05,047626015,7
L03AB15,047624022,0
L03AB15,047624010,0
A16AX06,047623018,28
B02BX07,047622016,0
J01FA10,047619010,1
S01AD03,047616014,9
J02AC04,047603016,14
L01XE04,047602127,30
L01XE04,047602115,28
L01XE04,047602103,28
L01XE04,047602091,22.5
L01XE04,047602089,37.5
L01XE04,047602077,21
L01XE04,047602065,15
L01XE04,047602053,14
L01XE04,047602040,14
L01XE04,047602038,7.5
L01XE04,047602026,7
L01XE04,047602014,7
A02BC02,047598040,20
A02BC02,047598038,10
A02BC02,047598026,5
A02BC02,047598014,1
L01XE04,047597152,30
L01XE04,047597149,15
L01XE04,047597137,7.5
L01XE04,047597125,30
L01XE04,047597113,15
L01XE04,047597101,7.5
L01XE04,047597099,30
L01XE04,047597087,28
L01XE04,047597075,28
L01XE04,047597063,15
L01XE04,047597051,14
L01XE04,047597048,14
L01XE04,047597036,7.5
L01XE04,047597024,7
L01XE04,047597012,7
M01AE51,047596073,0
M01AE51,047596061,0
M01AE51,047596059,0
M01AE51,047596046,0
M01AE51,047596034,0
M01AE51,047596022,0
M01AE51,047596010,0
L01AA03,047587011,50
C10BA05,047583214,120
C10BA05,047583202,100
C10BA05,047583190,90
C10BA05,047583188,80
C10BA05,047583176,70
C10BA05,047583164,60
C10BA05,047583152,30
C10BA05,047583149,120
C10BA05,047583137,100
C10BA05,047583125,90
C10BA05,047583113,80
C10BA05,047583101,70
C10BA05,047583099,60
C10BA05,047583087,30
C10BA05,047583075,120
C10BA05,047583063,100
C10BA05,047583051,90
C10BA05,047583048,80
C10BA05,047583036,70
C10BA05,047583024,60
C10BA05,047583012,30
D05AX52,047576044,120
D05AX52,047576032,60
D05AX52,047576020,30
D05AX52,047576018,15
H05BX01,047567096,126
H05BX01,047567084,42
H05BX01,047567072,21
H05BX01,047567060,14
H05BX01,047567058,28
H05BX01,047567045,14
H05BX01,047567033,42
H05BX01,047567021,14
H05BX01,047567019,7
A10BH01,047555040,56
A10BH01,047555038,28
A10BH01,047555026,14
A10BH01,047555014,7
M01AE01,047552183,20
M01AE01,047552171,16.66
M01AE01,047552169,10
M01AE01,047552157,8
M01AE01,047552144,6.66
M01AE01,047552132,4
M01AE01,047552120,3.33
M01AE01,047552118,16
M01AE01,047552106,10
M01AE01,047552094,8.33
M01AE01,047552082,8
M01AE01,047552070,6
M01AE01,047552068,5
M01AE01,047552056,4
M01AE01,047552043,3.33
M01AE01,047552031,2.66
M01AE01,047552029,2
M01AE01,047552017,1.66
A10BA02,047550064,28
A10BA02,047550052,14
A10BA02,047550049,21
A10BA02,047550037,10.5
A10BA02,047550025,14
A10BA02,047550013,7
L01XE05,047547017,28
N03AX14,047546015,3.33
G03AA10,047543018,28
N05CM18,047531052,4
N05CM18,047531049,1.6
N05CM18,047531037,5
N05CM18,047531025,1
N05CM18,047531013,0.2
G04CA04,047529122,100
G04CA04,047529110,90
G04CA04,047529108,50
G04CA04,047529096,30
G04CA04,047529084,20
G04CA04,047529072,10
G04CA04,047529060,50
G04CA04,047529058,45
G04CA04,047529045,25
G04CA04,047529033,15
G04CA04,047529021,10
G04CA04,047529019,5
J07BX,047528056,5
J07BX,047528043,10
J07BX,047528031,1
J07BX,047528029,10
J07BX,047528017,1
V04CD06,047527015,0
A03CA02,047526013,4
L02BB05,047525035,30
L02BB05,047525023,30
L02BB05,047525011,28
N05CD05,047522014,20
A02AF02,047521012,2.5
G03AC09,047520010,28
M01AE17,047519018,6.66
G03AA10,047518016,28
G03AA16,047517014,21
N06AX21,047516012,28
D07AC13,047515010,30
D01AE16,047512037,33.33
D01AE16,047512025,20
D01AE16,047512013,16.66
B01AC10,047511011,30
N07CA02,047510019,16.66
N06AA10,047509029,10
N06AA10,047509017,4
L01XX27,047507013,10
B05BB02,047504016,10
L01BC07,047503014,1
L01XX32,047498023,1
L01XX32,047498011,1
B01AC11,047496068,20
B01AC11,047496056,10
B01AC11,047496043,2
B01AC11,047496031,10
B01AC11,047496029,5
B01AC11,047496017,1
B01AB10,047494392,514.28
B01AB10,047494380,257.14
B01AB10,047494378,154.28
B01AB10,047494366,51.42
B01AB10,047494354,30.85
B01AB10,047494341,10.28
B01AB10,047494339,457.14
B01AB10,047494327,228.57
B01AB10,047494315,137.14
B01AB10,047494303,45.71
B01AB10,047494291,56
B01AB10,047494289,9.14
B01AB10,047494277,400
B01AB10,047494265,200
B01AB10,047494253,120
B01AB10,047494240,40
B01AB10,047494238,24
B01AB10,047494226,8
B01AB10,047494214,342.85
B01AB10,047494202,171.42
B01AB10,047494190,102.85
B01AB10,047494188,34.28
B01AB10,047494176,20.57
B01AB10,047494164,6.85
B01AB10,047494152,285.71
B01AB10,047494149,142.85
B01AB10,047494137,85.71
B01AB10,047494125,28.57
B01AB10,047494113,1.71
B01AB10,047494101,1.42
B01AB10,047494099,12.85
B01AB10,047494087,10
B01AB10,047494075,0.17
B01AB10,047494063,228.57
B01AB10,047494051,114.28
B01AB10,047494048,68.57
B01AB10,047494036,22.8
B01AB10,047494024,13.7
B01AB10,047494012,4.57
A10BD08,047491042,30
A10BD08,047491030,30
A10BD08,047491028,30
A10BD08,047491016,30
C09DX03,047488301,100
C09DX03,047488299,98
C09DX03,047488287,56
C09DX03,047488275,0
C09DX03,047488263,28
C09DX03,047488251,14
C09DX03,047488248,100
C09DX03,047488236,98
C09DX03,047488224,56
C09DX03,047488212,30
C09DX03,047488200,28
C09DX03,047488198,14
C09DX03,047488186,100
C09DX03,047488174,98
C09DX03,047488162,56
C09DX03,047488150,30
C09DX03,047488147,28
C09DX03,047488135,14
C09DX03,047488123,100
C09DX03,047488111,98
C09DX03,047488109,56
C09DX03,047488097,30
C09DX03,047488085,28
C09DX03,047488073,14
C09DX03,047488061,100
C09DX03,047488059,98
C09DX03,047488046,56
C09DX03,047488034,30
C09DX03,047488022,28
C09DX03,047488010,14
N05AH03,047486170,60
N05AH03,047486168,45
N05AH03,047486156,42
N05AH03,047486143,30
N05AH03,047486131,28
N05AH03,047486129,15
N05AH03,047486117,14
N05AH03,047486105,60
N05AH03,047486093,45
N05AH03,047486081,60
N05AH03,047486079,30
N05AH03,047486067,28
N05AH03,047486055,45
N05AH03,047486042,15
N05AH03,047486030,14
N05AH03,047486028,7.5
N05AH03,047486016,7
C09DB05,047484201,0
C09DB05,047484199,0
C09DB05,047484187,0
C09DB05,047484175,0
C09DB05,047484163,0
C09DB05,047484151,0
C09DB05,047484148,0
C09DB05,047484136,0
C09DB05,047484124,0
C09DB05,047484112,0
C09DB05,047484100,0
C09DB05,047484098,0
C09DB05,047484086,0
C09DB05,047484074,0
C09DB05,047484062,0
C09DB05,047484050,0
C09DB05,047484047,0
C09DB05,047484035,0
C09DB05,047484023,0
C09DB05,047484011,0
L01XC03,047477029,21
L01XC03,047477017,7.5
R03AL07,047476027,0.75
R03AL07,047476015,0.25
J07BB02,047475049,1
J07BB02,047475037,10
J07BB02,047475025,1
J07BB02,047475013,10
B05BA10,047470063,4
B05BA10,047470051,4
B05BA10,047470048,4
B05BA10,047470036,4
B05BA10,047470024,4
B05BA10,047470012,4
S01AE07,047469010,12.5
M03BX05,047468020,3
P01BB51,047466014,3
D10AD03,047465012,30
S01BC01,047464019,12.5
G04BD04,047463029,10
G04BD04,047463017,10
G04BD06,047462015,28
N03AX09,047461049,18.66
N03AX09,047461037,9.33
N03AX09,047461025,9.33
N03AX09,047461013,2.33
D10AE01,047460023,40
D10AE01,047460011,40
S01CA05,047459019,7.14
A02AF02,047458017,2.5
C09CA06,047457015,56
S01CA05,047456013,7.143
N05BA08,047455011,3
R05CB01,047454044,36
R05CB01,047454032,1.87
R05CB01,047454020,36
R05CB01,047454018,1.875
D07AC13,047453016,30
G03HB01,047452014,28
A03BB01,047450010,5
A06AB02,047449018,20
A07DA03,047448028,2.4
A07DA03,047448016,1.6
M02AA15,047447014,28.571
A06AB08,047446012,22.5
G03AA07,047445010,28
H02AB04,047444017,16
C10AA02,047443039,26.667
C10AA02,047443027,13.333
C10AA02,047443015,6.66
G04BD08,047442025,40
G04BD08,047442013,30
R01AD09,047441011,35
R01AD09,047440021,35
R01AD09,047440019,15
G04CA04,047439068,100
G04CA04,047439056,50
G04CA04,047439043,30
G04CA04,047439031,50
G04CA04,047439029,25
G04CA04,047439017,15
L02BA03,047437013,60.24
H02AB07,047435033,0
H02AB07,047435021,0
H02AB07,047435019,0
V09IX06,047433014,0
N03AG01,047431022,6.66
N03AG01,047431010,5.33
J05AR24,047426022,90
J05AR24,047426010,30
N02CD02,047424066,60
N02CD02,047424054,60
N02CD02,047424041,90
N02CD02,047424039,30
N02CD02,047424027,90
N02CD02,047424015,30
S01XA27,047423013,0
J01DH52,047422011,0
J05AG06,047421021,90
J05AG06,047421019,30
L01XC25,047420017,0
B02BD02,047418052,6
B02BD02,047418049,4
B02BD02,047418037,0
B02BD02,047418025,0
B02BD02,047418013,0
B06AC05,047417035,0
B06AC05,047417023,0
B06AC05,047417011,0
L01XE43,047416122,0
L01XE43,047416110,0
L01XE43,047416108,0
L01XE43,047416096,0
L01XE43,047416084,0
L01XE43,047416072,0
L01XE43,047416060,0
L01XE43,047416058,0
L01XE43,047416045,0
L01XE43,047416033,0
L01XE43,047416021,0
L01XE43,047416019,0
N07BC01,047415070,0
N07BC01,047415068,0
N07BC01,047415056,0
N07BC01,047415043,0
N07BC01,047415031,0
N07BC01,047415029,0
N07BC01,047415017,0
D11AH04,047411020,45
D11AH04,047411018,15
G03AC09,047410016,28
A07FA,047409014,4
C05CA53,047408012,30
N06AB10,047407010,28
R01BA52,047406018,1.5
G03AA16,047405016,28
G03AA07,047404025,28
G03AA07,047404013,28
C01EB15,047403011,30
D01AC02,047402021,15
D01AC02,047402019,15
L03AA13,047401029,20
L03AA13,047401017,20
L03AA13,047400015,20
L01CD01,047399011,4
G03AA07,047398019,28
M05BA04,047397017,28
N05CF01,047396015,20
N01BB09,047395025,5
N01BB09,047395013,5
B01AC30,047392016,28
C07AB12,047391014,28
N05BA08,047390024,3
N05BA08,047390012,6
G03AC09,047389010,28
N05BA04,047388018,6
N06AX16,047387016,10.5
S01CA01,047386014,12.5
S01BC03,047385012,33.33
C05CX,047384019,10
S01AE05,047383017,8.33
M01AB05,047382039,10
M01AB05,047382027,10
M01AB05,047382015,10
M01AE03,047370034,8
M01AE03,047370022,5.44
M01AE03,047370010,2.66
L03AA13,047364017,20
J07BB02,047363066,10
J07BB02,047363054,1
J07BB02,047363041,10
J07BB02,047363039,10
J07BB02,047363027,0
J07BB02,047363015,1
G03AD02,047349016,1
G04CA52,047343037,90
G04CA52,047343025,30
G04CA52,047343013,9
J02AC04,047335132,20
J02AC04,047335120,32
J02AC04,047335118,8
J02AC04,047335106,32
J02AC04,047335094,8
J02AC04,047335082,32
J02AC04,047335070,8
J02AC04,047335068,32
J02AC04,047335056,8
J02AC04,047335043,32
J02AC04,047335031,8
J02AC04,047335029,32
J02AC04,047335017,8
M01AB05,047332034,45
M01AB05,047332022,22.5
M01AB05,047332010,7.5
H05BX01,047326069,126
H05BX01,047326057,42
H05BX01,047326044,60
H05BX01,047326032,28
H05BX01,047326020,42
H05BX01,047326018,14
A10BH02,047317021,28
A10BH02,047317019,14
S01BC05,047312018,66.66
R07AX31,047307018,28
A10BA02,047302056,15
A10BA02,047302043,17
A10BA02,047302031,12.75
A10BA02,047302029,12.5
A10BA02,047302017,7.5
R06AA02,047298017,0.66
C10BA06,047294083,90
C10BA06,047294071,60
C10BA06,047294069,30
C10BA06,047294057,10
C10BA06,047294044,60
C10BA06,047294032,60
C10BA06,047294020,30
C10BA06,047294018,10
L01XX32,047290022,1
L01XX32,047290010,1
D07AC13,047278015,30
N05AL05,047277013,1.5
A03BB01,047275019,5
G03AA16,047274016,28
D08AG02,047273014,12.5
N05CF02,047272012,30
A07DA03,047271010,1.6
L02BG04,047270020,30
L02BG04,047270018,30
B01AC10,047269016,30
G03AA09,047268014,28
N05AL05,047267024,1.5
N05AL05,047267012,1.5
L02BG06,047266010,30
A07DA03,047265018,1.6
G03AA10,047264015,28
G03AA16,047263013,28
N05BA12,047262023,5
N05BA12,047262011,20
A06AB08,047261019,22.5
C09AA04,047260043,75
C09AA04,047260031,37.5
C09AA04,047260029,75
C09AA04,047260017,37.5
C05CA53,047259015,15
M02AA15,047258013,28.571
A03BB01,047257011,5
G03AA07,047256019,28
J02AC04,047254139,20
J02AC04,047254127,32
J02AC04,047254115,8
J02AC04,047254103,32
J02AC04,047254091,8
J02AC04,047254089,32
J02AC04,047254077,8
J02AC04,047254065,32
J02AC04,047254053,8
J02AC04,047254040,32
J02AC04,047254038,8
J02AC04,047254026,32
J02AC04,047254014,8
R06AX22,047251069,60
R06AX22,047251057,40
R06AX22,047251044,20
R06AX22,047251032,30
R06AX22,047251020,20
R06AX22,047251018,10
G04BE08,047249026,14
G04BE08,047249014,8
D01AC08,047248012,24
C03AA03,047245081,500
C03AA03,047245079,100
C03AA03,047245067,90
C03AA03,047245055,60
C03AA03,047245042,50
C03AA03,047245030,40
C03AA03,047245028,30
C03AA03,047245016,20
C01CA24,047212055,200
C01CA24,047212042,100
C01CA24,047212030,40
C01CA24,047212028,20
C01CA24,047212016,10
D10AD06,047209046,0
D10AD06,047209034,0
D10AD06,047209022,0
D10AD06,047209010,0
L01XE46,047198041,0
L01XE46,047198039,0
L01XE46,047198027,0
L01XE46,047198015,0
L01XE41,047197025,0
L01XE41,047197013,0
L04AC17,047196023,181.82
L04AC17,047196011,90.09
J01AA13,047191022,0
J01AA13,047191010,0
N03AG04,047190020,12.5
N03AG04,047190018,5
L03AA13,047189016,20
L04AX04,047188115,52.5
L04AX04,047188103,42
L04AX04,047188091,31.5
L04AX04,047188089,10.5
L04AX04,047188077,21
L04AX04,047188065,7
L04AX04,047188053,15.75
L04AX04,047188040,10.5
L04AX04,047188038,3.5
L04AX04,047188026,5.25
L04AX04,047188014,1.75
N05CH01,047187051,15
N05CH01,047187048,75
N05CH01,047187036,75
N05CH01,047187024,30
N05CH01,047187012,30
V03AC02,047186010,9.52
L01XE02,047185020,30
L01XE02,047185018,30
N05CF01,047169040,28
N05CF01,047169038,20
N05CF01,047169026,14
N05CF01,047169014,10
N02AA01,047156017,0.66
J02AX05,047148022,1
J02AX05,047148010,0.5
C10BA02,047147172,10
C10BA02,047147160,50
C10BA02,047147158,50
C10BA02,047147145,50
C10BA02,047147133,50
C10BA02,047147121,300
C10BA02,047147119,100
C10BA02,047147107,30
C10BA02,047147095,300
C10BA02,047147083,100
C10BA02,047147071,30
C10BA02,047147069,300
C10BA02,047147057,100
C10BA02,047147044,30
C10BA02,047147032,300
C10BA02,047147020,100
C10BA02,047147018,30
G03FA17,047143021,84
G03FA17,047143019,28
C07AB12,047141066,100
C07AB12,047141054,90
C07AB12,047141041,60
C07AB12,047141039,50
C07AB12,047141027,30
C07AB12,047141015,28
D08AG02,047137017,12.5
A07BC05,047136015,10
J02AX05,047135025,1
J02AX05,047135013,0.5
C08CA01,047133020,28
C08CA01,047133018,28
C09CA06,047132016,56
M03AC11,047130036,5
M03AC11,047130024,5
M03AC11,047130012,5
N01AH01,047129022,10
N01AH01,047129010,10
G03AD02,047127016,1
C09BA02,047126014,14
N05BA06,047125012,8
N05CD06,047124019,50
M03AC09,047122041,50
M03AC09,047122039,10
M03AC09,047122027,50
M03AC09,047122015,10
G03AA12,047121025,28
G03AA12,047121013,28
G03AA12,047120011,28
R01AD58,047119019,30
N05CD05,047116013,10
L01XX32,047113016,1
N05CF02,047112026,30
N05CF02,047112014,30
D07AC01,047111024,15
D07AC01,047111012,15
G03AA16,047110010,28
L01XE50,047091210,0
L01XE50,047091208,0
L01XE50,047091196,0
L01XE50,047091184,0
L01XE50,047091172,0
L01XE50,047091160,0
L01XE50,047091158,0
L01XE50,047091145,14
L01XE50,047091133,0
L01XE50,047091121,9.33
L01XE50,047091119,0
L01XE50,047091107,4.66
L01XE50,047091095,14
L01XE50,047091083,0
L01XE50,047091071,0
L01XE50,047091069,9.33
L01XE50,047091057,0
L01XE50,047091044,0
L01XE50,047091032,0
L01XE50,047091020,0
L01XE50,047091018,0
L03AA13,047090028,20
L03AA13,047090016,12
L01XC28,047089026,0
L01XC28,047089014,0
L04AB04,047088087,13.79
L04AB04,047088075,27.58
L04AB04,047088063,82.75
L04AB04,047088051,27.58
L04AB04,047088048,13.79
L04AB04,047088036,82.75
L04AB04,047088024,27.58
L04AB04,047088012,13.79
M04AA03,047082122,147
M04AA03,047082110,126
M04AA03,047082108,84
M04AA03,047082096,63
M04AA03,047082084,42
M04AA03,047082072,21
M04AA03,047082060,98
M04AA03,047082058,84
M04AA03,047082045,56
M04AA03,047082033,42
M04AA03,047082021,28
M04AA03,047082019,14
R03AK06,047074048,300
R03AK06,047074036,90
R03AK06,047074024,60
R03AK06,047074012,30
J05AF10,047070089,45
J05AF10,047070077,60
J05AF10,047070065,45
J05AF10,047070053,60
J05AF10,047070040,90
J05AF10,047070038,30
J05AF10,047070026,90
J05AF10,047070014,30
J05AE08,047067069,90
J05AE08,047067057,30
J05AE08,047067044,90
J05AE08,047067032,30
J05AE08,047067020,40
J05AE08,047067018,40
B01AC06,047065014,30
C02KX02,047062120,160
C02KX02,047062118,160
C02KX02,047062106,80
C02KX02,047062094,80
C02KX02,047062082,40
C02KX02,047062070,13.33
C02KX02,047062068,40
C02KX02,047062056,13.33
C02KX02,047062043,20
C02KX02,047062031,6.66
C02KX02,047062029,20
C02KX02,047062017,6.66
N02AA55,047061700,133.33
N02AA55,047061698,53.33
N02AA55,047061686,26.66
N02AA55,047061674,53.33
N02AA55,047061662,52.26
N02AA55,047061650,48
N02AA55,047061647,32
N02AA55,047061635,29.86
N02AA55,047061623,26.66
N02AA55,047061611,16
N02AA55,047061609,14.93
N02AA55,047061597,10.66
N02AA55,047061585,7.46
N02AA55,047061573,5.33
N02AA55,047061561,100
N02AA55,047061559,40
N02AA55,047061546,20
N02AA55,047061534,40
N02AA55,047061522,39.2
N02AA55,047061510,36
N02AA55,047061508,24
N02AA55,047061496,22.4
N02AA55,047061484,20
N02AA55,047061472,12
N02AA55,047061460,11.2
N02AA55,047061458,8
N02AA55,047061445,5.6
N02AA55,047061433,4
N02AA55,047061421,66.66
N02AA55,047061419,26.66
N02AA55,047061407,13.33
N02AA55,047061395,26.66
N02AA55,047061383,26.13
N02AA55,047061371,24
N02AA55,047061369,16
N02AA55,047061357,14.93
N02AA55,047061344,13.33
N02AA55,047061332,8
N02AA55,047061320,7.46
N02AA55,047061318,5.33
N02AA55,047061306,3.73
N02AA55,047061294,2.66
N02AA55,047061282,33.33
N02AA55,047061270,13.33
N02AA55,047061268,6.66
N02AA55,047061256,13.33
N02AA55,047061243,13.06
N02AA55,047061231,12
N02AA55,047061229,8
N02AA55,047061217,7.46
N02AA55,047061205,6.66
N02AA55,047061193,4
N02AA55,047061181,3.73
N02AA55,047061179,2.66
N02AA55,047061167,1.86
N02AA55,047061155,1.33
N02AA55,047061142,16.66
N02AA55,047061130,6.66
N02AA55,047061128,3.33
N02AA55,047061116,6.66
N02AA55,047061104,6.53
N02AA55,047061092,6
N02AA55,047061080,4
N02AA55,047061078,3.73
N02AA55,047061066,3.33
N02AA55,047061054,2
N02AA55,047061041,1.86
N02AA55,047061039,1.33
N02AA55,047061027,0.93
N02AA55,047061015,0.66
N02AA01,047055013,0.33
N05CF04,047054275,0
N05CF04,047054263,0
N05CF04,047054251,0
N05CF04,047054248,0
N05CF04,047054236,0
N05CF04,047054224,0
N05CF04,047054212,0
N05CF04,047054200,0
N05CF04,047054198,0
N05CF04,047054186,0
